name	taxonomy_id	taxonomy_lvl	ERR2270938.bracken.report_num	ERR2270938.bracken.report_frac	ERR2270939.bracken.report_num	ERR2270939.bracken.report_frac	ERR2270940.bracken.report_num	ERR2270940.bracken.report_frac	ERR2270941.bracken.report_num	ERR2270941.bracken.report_frac	ERR2270960.bracken.report_num	ERR2270960.bracken.report_frac	ERR2270961.bracken.report_num	ERR2270961.bracken.report_frac	ERR2270962.bracken.report_num	ERR2270962.bracken.report_frac	ERR2271042.bracken.report_num	ERR2271042.bracken.report_frac	ERR2271043.bracken.report_num	ERR2271043.bracken.report_frac	ERR2271236.bracken.report_num	ERR2271236.bracken.report_frac	ERR2271237.bracken.report_num	ERR2271237.bracken.report_frac
Aminipila luticellarii	2507160	S	1	0.00007	0	0.00000	1	0.00005	1	0.00006	1	0.00006	0	0.00000	1	0.00005	0	0.00000	3	0.00030	3	0.00021	0	0.00000
Mogibacterium diversum	114527	S	3	0.00020	0	0.00000	0	0.00000	2	0.00011	5	0.00028	5	0.00039	1	0.00005	0	0.00000	1	0.00010	2	0.00014	0	0.00000
Emergencia timonensis	1776384	S	3	0.00020	2	0.00010	0	0.00000	1	0.00006	0	0.00000	0	0.00000	1	0.00005	1	0.00005	6	0.00059	2	0.00014	1	0.00007
Intestinimonas butyriciproducens	1297617	S	9	0.00060	4	0.00020	3	0.00016	7	0.00039	0	0.00000	0	0.00000	12	0.00060	2	0.00011	6	0.00059	17	0.00118	23	0.00152
Flintibacter sp. KGMB00164	2610895	S	6	0.00040	0	0.00000	2	0.00011	20	0.00111	1	0.00006	0	0.00000	1	0.00005	2	0.00011	3	0.00030	8	0.00055	12	0.00079
Christensenella sp. Marseille-P3954	2086585	S	5	0.00034	0	0.00000	0	0.00000	3	0.00017	1	0.00006	0	0.00000	3	0.00015	3	0.00016	5	0.00049	4	0.00028	6	0.00040
Christensenella minuta	626937	S	2	0.00013	1	0.00005	1	0.00005	6	0.00033	0	0.00000	0	0.00000	0	0.00000	2	0.00011	4	0.00040	4	0.00028	11	0.00073
Dehalobacterium formicoaceticum	51515	S	2	0.00013	0	0.00000	0	0.00000	1	0.00006	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2	0.00014	0	0.00000
Thermanaerosceptrum fracticalcis	1712410	S	1	0.00007	0	0.00000	0	0.00000	1	0.00006	0	0.00000	0	0.00000	0	0.00000	1	0.00005	0	0.00000	0	0.00000	0	0.00000
Desulforamulus ruminis	1564	S	1	0.00007	0	0.00000	1	0.00005	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Desulfitobacterium hafniense	49338	S	2	0.00013	1	0.00005	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00005	0	0.00000	1	0.00007	0	0.00000
Dehalobacter restrictus	55583	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Desulfosporosinus meridiei	79209	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Syntrophomonas wolfei	863	S	1	0.00007	0	0.00000	2	0.00011	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Candidatus Contubernalis alkalaceticum	338645	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00005	1	0.00010	1	0.00007	0	0.00000
Vallitalea guaymasensis	1185412	S	2	0.00013	1	0.00005	0	0.00000	1	0.00006	2	0.00011	2	0.00015	0	0.00000	0	0.00000	3	0.00030	1	0.00007	0	0.00000
Thermincola potens	863643	S	1	0.00007	0	0.00000	1	0.00005	0	0.00000	1	0.00006	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00007
Thermoanaerobacterium thermosaccharolyticum	1517	S	2	0.00013	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00008	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Caldicellulosiruptor owensensis	55205	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Caldicellulosiruptor acetigenus	301953	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Thermoanaerobacter wiegelii	46354	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00007	0	0.00000
Caldanaerobacter subterraneus	911092	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00007	0	0.00000
Thermodesulfobium acidiphilum	1794699	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Halanaerobium hydrogeniformans	656519	S	1	0.00007	1	0.00005	0	0.00000	0	0.00000	0	0.00000	1	0.00008	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Anoxybacter fermentans	1323375	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	2	0.00011	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Natranaerobius thermophilus	375929	S	2	0.00013	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	1	0.00007	0	0.00000
Koleobacter methoxysyntrophicus	2751313	S	1	0.00007	0	0.00000	0	0.00000	1	0.00006	0	0.00000	1	0.00008	0	0.00000	0	0.00000	0	0.00000	1	0.00007	0	0.00000
Streptococcus salivarius	1304	S	178	0.01194	38	0.00186	128	0.00701	73	0.00406	31	0.00173	1121	0.08675	90	0.00449	0	0.00000	3	0.00030	46	0.00318	2	0.00013
Streptococcus sp. LPB0220	2610896	S	46	0.00309	4	0.00020	3	0.00016	14	0.00078	19	0.00106	151	0.01169	5	0.00025	1	0.00005	0	0.00000	2	0.00014	0	0.00000
Streptococcus sp. HSISM1	1316408	S	30	0.00201	3	0.00015	8	0.00044	9	0.00050	13	0.00073	135	0.01045	4	0.00020	1	0.00005	0	0.00000	1	0.00007	0	0.00000
Streptococcus sp. HSISS3	1316412	S	7	0.00047	58	0.00284	1	0.00005	0	0.00000	1	0.00006	11	0.00085	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Streptococcus sp. FDAARGOS_192	1839799	S	5	0.00034	1	0.00005	3	0.00016	4	0.00022	0	0.00000	49	0.00379	3	0.00015	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Streptococcus sp. HSISS2	1316411	S	5	0.00034	34	0.00167	1	0.00005	0	0.00000	0	0.00000	6	0.00046	0	0.00000	0	0.00000	0	0.00000	1	0.00007	0	0.00000
Streptococcus sp. oral taxon 431	712633	S	5	0.00034	2	0.00010	0	0.00000	0	0.00000	5	0.00028	4	0.00031	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Streptococcus sp. oral taxon 061	712623	S	3	0.00020	1	0.00005	0	0.00000	1	0.00006	4	0.00022	12	0.00093	2	0.00010	0	0.00000	0	0.00000	3	0.00021	0	0.00000
Streptococcus sp. HSISS1	1316410	S	2	0.00013	0	0.00000	0	0.00000	0	0.00000	0	0.00000	7	0.00054	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Streptococcus sp. A12	1759399	S	2	0.00013	0	0.00000	0	0.00000	2	0.00011	36	0.00201	24	0.00186	1	0.00005	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Streptococcus sp. 116-D4	2598453	S	2	0.00013	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00008	1	0.00005	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Streptococcus sp. oral taxon 064	712624	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	1	0.00006	1	0.00008	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Streptococcus sp. 1643	2576376	S	1	0.00007	0	0.00000	1	0.00005	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Streptococcus sp. zg-86	2664091	S	1	0.00007	0	0.00000	1	0.00005	0	0.00000	0	0.00000	3	0.00023	0	0.00000	0	0.00000	0	0.00000	1	0.00007	0	0.00000
Streptococcus parasanguinis	1318	S	61	0.00409	4	0.00020	1	0.00005	9	0.00050	35	0.00195	113	0.00874	10	0.00050	0	0.00000	0	0.00000	3	0.00021	0	0.00000
Streptococcus mitis	28037	S	16	0.00107	9	0.00044	2	0.00011	1	0.00006	15	0.00084	20	0.00155	6	0.00030	1	0.00005	0	0.00000	3	0.00021	0	0.00000
Streptococcus parasuis	1501662	S	5	0.00034	1	0.00005	0	0.00000	0	0.00000	1	0.00006	1	0.00008	0	0.00000	1	0.00005	0	0.00000	0	0.00000	0	0.00000
Streptococcus intermedius	1338	S	5	0.00034	1	0.00005	0	0.00000	0	0.00000	5	0.00028	0	0.00000	5	0.00025	0	0.00000	0	0.00000	1	0.00007	0	0.00000
Streptococcus thermophilus	1308	S	5	0.00034	16	0.00078	6	0.00033	10	0.00056	54	0.00301	33	0.00255	135	0.00673	0	0.00000	3	0.00030	2	0.00014	0	0.00000
Streptococcus pneumoniae	1313	S	5	0.00034	9	0.00044	2	0.00011	0	0.00000	5	0.00028	18	0.00139	2	0.00010	0	0.00000	1	0.00010	2	0.00014	0	0.00000
Streptococcus oralis	1303	S	4	0.00027	4	0.00020	3	0.00016	1	0.00006	11	0.00061	9	0.00070	2	0.00010	0	0.00000	1	0.00010	3	0.00021	2	0.00013
Streptococcus pyogenes	1314	S	3	0.00020	0	0.00000	0	0.00000	0	0.00000	12	0.00067	1	0.00008	1	0.00005	0	0.00000	0	0.00000	2	0.00014	0	0.00000
Streptococcus sanguinis	1305	S	3	0.00020	0	0.00000	0	0.00000	1	0.00006	3	0.00017	9	0.00070	0	0.00000	0	0.00000	0	0.00000	9	0.00062	1	0.00007
Streptococcus lactarius	684066	S	2	0.00013	69	0.00338	2	0.00011	2	0.00011	8	0.00045	29	0.00224	3	0.00015	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Streptococcus australis	113107	S	2	0.00013	0	0.00000	0	0.00000	0	0.00000	19	0.00106	29	0.00224	1	0.00005	0	0.00000	0	0.00000	2	0.00014	0	0.00000
Streptococcus infantis	68892	S	2	0.00013	0	0.00000	0	0.00000	0	0.00000	2	0.00011	4	0.00031	1	0.00005	0	0.00000	2	0.00020	0	0.00000	0	0.00000
Streptococcus mutans	1309	S	2	0.00013	0	0.00000	0	0.00000	3	0.00017	55	0.00307	5	0.00039	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Streptococcus lutetiensis	150055	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000	87	0.00673	1	0.00005	0	0.00000	0	0.00000	1	0.00007	1	0.00007
Streptococcus koreensis	2382163	S	1	0.00007	1	0.00005	0	0.00000	1	0.00006	3	0.00017	8	0.00062	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Streptococcus pantholopis	1811193	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	0	0.00000	0	0.00000
Streptococcus ilei	1156431	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	6	0.00033	12	0.00093	2	0.00010	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Streptococcus suis	1307	S	1	0.00007	1	0.00005	2	0.00011	0	0.00000	1	0.00006	29	0.00224	1	0.00005	1	0.00005	0	0.00000	3	0.00021	5	0.00033
Streptococcus pseudopneumoniae	257758	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	1	0.00006	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00007	0	0.00000
Streptococcus agalactiae	1311	S	1	0.00007	0	0.00000	3	0.00016	0	0.00000	6	0.00033	8	0.00062	1	0.00005	0	0.00000	0	0.00000	1	0.00007	0	0.00000
Streptococcus milleri	33040	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	9	0.00050	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Streptococcus parauberis	1348	S	1	0.00007	1	0.00005	0	0.00000	1	0.00006	0	0.00000	2	0.00015	0	0.00000	0	0.00000	0	0.00000	1	0.00007	1	0.00007
Streptococcus acidominimus	1326	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	1	0.00006	1	0.00008	0	0.00000	0	0.00000	1	0.00010	0	0.00000	0	0.00000
Lactococcus piscium	1364	S	2	0.00013	0	0.00000	1	0.00005	0	0.00000	8	0.00045	10	0.00077	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Lactococcus lactis	1358	S	1	0.00007	1	0.00005	0	0.00000	3	0.00017	4	0.00022	13	0.00101	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Lactococcus cremoris	1359	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	1	0.00006	2	0.00015	0	0.00000	0	0.00000	0	0.00000	3	0.00021	0	0.00000
Enterococcus avium	33945	S	9	0.00060	2	0.00010	42	0.00230	0	0.00000	3411	0.19032	1	0.00008	39	0.00194	0	0.00000	0	0.00000	0	0.00000	2	0.00013
Enterococcus faecium	1352	S	7	0.00047	6	0.00029	19	0.00104	4	0.00022	87	0.00485	19	0.00147	30	0.00150	2	0.00011	6	0.00059	43	0.00297	9	0.00059
Enterococcus raffinosus	71452	S	2	0.00013	12	0.00059	0	0.00000	0	0.00000	2360	0.13168	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Enterococcus wangshanyuanii	2005703	S	2	0.00013	0	0.00000	1	0.00005	0	0.00000	1	0.00006	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Enterococcus saigonensis	1805431	S	2	0.00013	0	0.00000	1	0.00005	0	0.00000	0	0.00000	1	0.00008	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Enterococcus faecalis	1351	S	2	0.00013	8	0.00039	3	0.00016	1	0.00006	2468	0.13771	64	0.00495	11	0.00055	1	0.00005	0	0.00000	1	0.00007	1	0.00007
Enterococcus hirae	1354	S	2	0.00013	0	0.00000	1	0.00005	0	0.00000	26	0.00145	0	0.00000	0	0.00000	0	0.00000	2	0.00020	1	0.00007	0	0.00000
Enterococcus durans	53345	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	6	0.00033	1	0.00008	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Enterococcus casseliflavus	37734	S	1	0.00007	0	0.00000	13	0.00071	1	0.00006	4	0.00022	0	0.00000	2	0.00010	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Tetragenococcus koreensis	290335	S	3	0.00020	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	0	0.00000	0	0.00000
Vagococcus fluvialis	2738	S	1	0.00007	1	0.00005	1	0.00005	0	0.00000	2	0.00011	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00007
Vagococcus lutrae	81947	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Melissococcus plutonius	33970	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00005	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Weissella confusa	1583	S	4	0.00027	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Weissella hellenica	46256	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Weissella coleopterorum	2714949	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Lactobacillus ultunensis	227945	S	3	0.00020	0	0.00000	1	0.00005	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Lactobacillus sp. CBA3605	2099788	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Lactobacillus johnsonii	33959	S	1	0.00007	0	0.00000	0	0.00000	1	0.00006	0	0.00000	1	0.00008	0	0.00000	1	0.00005	0	0.00000	0	0.00000	0	0.00000
Lacticaseibacillus paracasei	1597	S	2	0.00013	11	0.00054	0	0.00000	0	0.00000	315	0.01758	0	0.00000	3	0.00015	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Lacticaseibacillus rhamnosus	47715	S	2	0.00013	0	0.00000	0	0.00000	0	0.00000	18	0.00100	3	0.00023	61	0.00304	0	0.00000	0	0.00000	1	0.00007	0	0.00000
Limosilactobacillus vaginalis	1633	S	1	0.00007	17	0.00083	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00007	0	0.00000
Limosilactobacillus pontis	35787	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00007	0	0.00000
Limosilactobacillus mucosae	97478	S	1	0.00007	0	0.00000	0	0.00000	112	0.00623	1	0.00006	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00007
Ligilactobacillus ruminis	1623	S	2	0.00013	3	0.00015	3	0.00016	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00005	0	0.00000	2	0.00014	1	0.00007
Levilactobacillus brevis	1580	S	1	0.00007	0	0.00000	0	0.00000	2	0.00011	2	0.00011	0	0.00000	0	0.00000	2	0.00011	0	0.00000	2	0.00014	1	0.00007
Levilactobacillus suantsaii	2292255	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Lentilactobacillus parabuchneri	152331	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	61	0.00340	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Lactiplantibacillus pentosus	1589	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00007	0	0.00000
Schleiferilactobacillus harbinensis	304207	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00007	1	0.00007
Companilactobacillus crustorum	392416	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Liquorilactobacillus nagelii	82688	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Granulicatella adiacens	46124	S	5	0.00034	0	0.00000	1	0.00005	0	0.00000	383	0.02137	18	0.00139	1	0.00005	0	0.00000	0	0.00000	3	0.00021	1	0.00007
Granulicatella elegans	137732	S	1	0.00007	0	0.00000	1	0.00005	0	0.00000	11	0.00061	6	0.00046	1	0.00005	0	0.00000	2	0.00020	0	0.00000	1	0.00007
Carnobacterium divergens	2748	S	1	0.00007	1	0.00005	0	0.00000	0	0.00000	0	0.00000	1	0.00008	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Dolosigranulum pigrum	29394	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	1	0.00006	1	0.00008	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00007
Marinilactibacillus sp. 15R	1911586	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Abiotrophia defectiva	46125	S	2	0.00013	0	0.00000	0	0.00000	0	0.00000	5	0.00028	9	0.00070	1	0.00005	0	0.00000	0	0.00000	0	0.00000	1	0.00007
Bacillus cereus	1396	S	3	0.00020	2	0.00010	1	0.00005	0	0.00000	20	0.00112	20	0.00155	0	0.00000	1	0.00005	1	0.00010	6	0.00042	1	0.00007
Bacillus mycoides	1405	S	2	0.00013	0	0.00000	0	0.00000	0	0.00000	0	0.00000	3	0.00023	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Bacillus thuringiensis	1428	S	1	0.00007	1	0.00005	4	0.00022	0	0.00000	1	0.00006	1	0.00008	0	0.00000	1	0.00005	0	0.00000	0	0.00000	0	0.00000
Bacillus sp. JY-23	2933872	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00005	0	0.00000	0	0.00000	1	0.00007	0	0.00000
Bacillus sp. PGP15	2933563	S	1	0.00007	0	0.00000	0	0.00000	1	0.00006	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Bacillus sp. Y1	352858	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	1	0.00007	0	0.00000
Bacillus sp. THAF10	2587848	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	1	0.00006	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Bacillus sp. SB49	1071080	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Bacillus sp. N1-1	2682541	S	1	0.00007	0	0.00000	0	0.00000	1	0.00006	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00007	0	0.00000
Bacillus subtilis	1423	S	1	0.00007	0	0.00000	1	0.00005	0	0.00000	1	0.00006	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00007	1	0.00007
Bacillus mojavensis	72360	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Bacillus methanolicus	1471	S	2	0.00013	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00007	1	0.00007
Bacillus smithii	1479	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	1	0.00007	0	0.00000
Bacillus infantis	324767	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00005	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Bacillus altitudinis	293387	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00008	0	0.00000	1	0.00005	0	0.00000	0	0.00000	0	0.00000
Bacillus gobiensis	1441095	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Bacillus dafuensis	1742359	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00008	0	0.00000	0	0.00000	0	0.00000	1	0.00007	0	0.00000
Bacillus glycinifermentans	1664069	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	1	0.00006	0	0.00000	0	0.00000	0	0.00000	1	0.00010	1	0.00007	0	0.00000
Cytobacillus oceanisediminis	665099	S	2	0.00013	0	0.00000	1	0.00005	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2	0.00011	1	0.00010	1	0.00007	1	0.00007
Cytobacillus kochii	859143	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	1	0.00006	0	0.00000	0	0.00000	0	0.00000	1	0.00010	0	0.00000	0	0.00000
Cytobacillus gottheilii	859144	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00005	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Cytobacillus ciccensis	1670641	S	1	0.00007	0	0.00000	1	0.00005	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Priestia megaterium	1404	S	1	0.00007	0	0.00000	1	0.00005	1	0.00006	0	0.00000	3	0.00023	0	0.00000	1	0.00005	0	0.00000	1	0.00007	4	0.00026
Priestia koreensis	284581	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	3	0.00017	0	0.00000	1	0.00005	0	0.00000	1	0.00010	0	0.00000	0	0.00000
Priestia sp. J2	2886505	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Lysinibacillus timonensis	2086577	S	2	0.00013	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	0	0.00000	0	0.00000
Lysinibacillus sp. SGAir0095	2070463	S	1	0.00007	0	0.00000	2	0.00011	1	0.00006	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Mesobacillus jeotgali	129985	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00007	1	0.00007
Mesobacillus foraminis	279826	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	1	0.00006	1	0.00008	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Mesobacillus sp. S13	2880221	S	1	0.00007	0	0.00000	1	0.00005	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Anoxybacillus sediminis	2613334	S	1	0.00007	1	0.00005	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00005	0	0.00000	1	0.00007	0	0.00000
Metabacillus sp. B2-18	2897333	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00008	1	0.00005	0	0.00000	0	0.00000	2	0.00014	0	0.00000
Peribacillus psychrosaccharolyticus	1407	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00008	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Peribacillus asahii	228899	S	1	0.00007	0	0.00000	1	0.00005	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00007	0	0.00000
Parageobacillus sp. KH3-4	2916802	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Virgibacillus phasianinus	2017483	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00007	0	0.00000
Virgibacillus sp. SK37	403957	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00007	0	0.00000
Gracilibacillus sp. SSWR10-1	2932256	S	1	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
