ERR2270938_all	ERR2270939_all	ERR2270940_all	ERR2270941_all	ERR2270960_all	ERR2270961_all	ERR2270962_all	ERR2271042_all	ERR2271043_all	ERR2271236_all	ERR2271237_all	lvl_type	name
0	0	0	0	0	0	2	0	0	1	0	S1	Desulfitobacterium metallireducens DSM 15288
0	0	0	0	0	0	1	0	0	0	0	S	Desulfitobacterium dehalogenans
0	0	0	0	0	0	1	0	0	0	0	S1	Desulfitobacterium dehalogenans ATCC 51507
1	0	0	0	0	0	0	0	3	0	0	G	Dehalobacter
0	0	0	0	0	0	0	0	2	0	0	G1	unclassified Dehalobacter
1	0	0	0	0	0	0	0	0	0	0	S	Dehalobacter restrictus
0	0	0	1	0	0	0	0	1	1	0	G	Syntrophobotulus
0	0	0	1	0	0	0	0	1	1	0	S	Syntrophobotulus glycolicus
0	0	0	1	0	0	0	0	1	1	0	S1	Syntrophobotulus glycolicus DSM 8271
2	1	0	1	3	3	1	1	6	5	2	F	Vallitaleaceae
2	1	0	1	3	3	1	1	5	4	1	G	Vallitalea
2	1	0	1	2	2	0	0	3	1	0	S	Vallitalea guaymasensis
0	0	0	0	1	0	1	1	2	3	0	S	Vallitalea pronyensis
0	0	0	0	0	0	0	0	1	1	1	G	Petrocella
0	0	0	0	0	0	0	0	1	1	1	S	Petrocella atlantisensis
4	0	2	2	1	0	0	1	0	4	0	F	Peptococcaceae
2	0	0	1	0	0	0	0	0	2	0	G	Dehalobacterium
2	0	0	1	0	0	0	0	0	2	0	S	Dehalobacterium formicoaceticum
0	0	1	0	1	0	0	0	0	1	0	G	Desulfofarcimen
0	0	1	0	1	0	0	0	0	1	0	S	Desulfofarcimen acetoxidans
0	0	1	0	1	0	0	0	0	1	0	S1	Desulfofarcimen acetoxidans DSM 771
1	0	1	0	0	0	0	0	0	1	0	G	Desulforamulus
1	0	1	0	0	0	0	0	0	0	0	S	Desulforamulus ruminis
1	0	1	0	0	0	0	0	0	0	0	S1	Desulforamulus ruminis DSM 2154
0	0	0	0	0	0	0	0	0	1	0	S	Desulforamulus ferrireducens
1	0	0	1	0	0	0	1	0	0	0	G	Thermanaerosceptrum
1	0	0	1	0	0	0	1	0	0	0	S	Thermanaerosceptrum fracticalcis
2	0	3	0	0	0	0	1	2	2	0	F	Syntrophomonadaceae
1	0	0	0	0	0	0	1	1	1	0	G	Candidatus Contubernalis
1	0	0	0	0	0	0	1	1	1	0	S	Candidatus Contubernalis alkalaceticum
0	0	1	0	0	0	0	0	1	1	0	G	Candidatus Syntrophocurvum
0	0	1	0	0	0	0	0	1	1	0	S	Candidatus Syntrophocurvum alkaliphilum
1	0	2	0	0	0	0	0	0	0	0	G	Syntrophomonas
1	0	2	0	0	0	0	0	0	0	0	S	Syntrophomonas wolfei
1	0	2	0	0	0	0	0	0	0	0	S1	Syntrophomonas wolfei subsp. wolfei
1	0	2	0	0	0	0	0	0	0	0	S2	Syntrophomonas wolfei subsp. wolfei str. Goettingen G311
0	1	0	0	4	2	0	0	1	0	1	F	Thermohalobacteraceae
0	1	0	0	4	2	0	0	1	0	1	G	Caloranaerobacter
0	1	0	0	4	2	0	0	1	0	1	S	Caloranaerobacter azorensis
0	1	0	0	0	2	0	0	2	0	1	F	Proteinivoraceae
0	1	0	0	0	2	0	0	2	0	1	G	Alkalicella
0	1	0	0	0	2	0	0	2	0	1	S	Alkalicella caledoniensis
1	0	1	0	1	0	0	0	0	0	1	F	Thermincolaceae
1	0	1	0	1	0	0	0	0	0	1	G	Thermincola
1	0	1	0	1	0	0	0	0	0	1	S	Thermincola potens
1	0	1	0	1	0	0	0	0	0	1	S1	Thermincola potens JR
0	0	1	0	0	0	0	0	0	2	0	F	Desulfallaceae
0	0	1	0	0	0	0	0	0	2	0	G	Desulfoscipio
0	0	1	0	0	0	0	0	0	2	0	S	Desulfoscipio gibsoniae
0	0	1	0	0	0	0	0	0	2	0	S1	Desulfoscipio gibsoniae DSM 7213
0	0	0	0	0	0	0	0	0	1	1	F	Symbiobacteriaceae
0	0	0	0	0	0	0	0	0	1	1	G	Symbiobacterium
0	0	0	0	0	0	0	0	0	1	1	S	Symbiobacterium thermophilum
0	0	0	0	0	0	0	0	0	1	1	S1	Symbiobacterium thermophilum IAM 14863
0	0	0	0	0	0	0	0	0	1	1	F	Heliobacteriaceae
0	0	0	0	0	0	0	0	0	1	1	G	Heliomicrobium
0	0	0	0	0	0	0	0	0	1	1	S	Heliomicrobium modesticaldum
0	0	0	0	0	0	0	0	0	1	1	S1	Heliomicrobium modesticaldum Ice1
0	0	0	0	0	0	0	0	0	0	1	F	Desulfotomaculaceae
0	0	0	0	0	0	0	0	0	0	1	G	Desulfotomaculum
0	0	0	0	0	0	0	0	0	0	1	S	Desulfotomaculum nigrificans
0	0	0	0	0	0	0	0	0	0	1	S1	Desulfotomaculum nigrificans CO-1-SRB
11	2	2	6	7	7	4	2	11	11	2	O	Thermoanaerobacterales
7	2	1	3	3	5	2	1	4	3	0	F	Thermoanaerobacterales Family III. Incertae Sedis
5	0	0	2	2	4	2	0	3	0	0	G	Thermoanaerobacterium
0	0	0	0	1	2	0	0	1	0	0	G1	unclassified Thermoanaerobacterium
0	0	0	0	1	2	0	0	1	0	0	S	Thermoanaerobacterium sp. RBIITD
2	0	0	0	0	1	0	0	0	0	0	S	Thermoanaerobacterium thermosaccharolyticum
2	0	0	0	0	1	0	0	0	0	0	S1	Thermoanaerobacterium thermosaccharolyticum M0795
0	0	0	0	0	0	0	0	2	0	0	S	Thermoanaerobacterium xylanolyticum
0	0	0	0	0	0	0	0	2	0	0	S1	Thermoanaerobacterium xylanolyticum LX-11
2	2	1	1	1	1	0	1	1	3	0	G	Caldicellulosiruptor
0	0	0	0	0	1	0	0	0	1	0	S	Caldicellulosiruptor obsidiansis
0	0	0	0	0	1	0	0	0	1	0	S1	Caldicellulosiruptor obsidiansis OB47
0	0	0	0	0	0	0	0	0	1	0	S	Caldicellulosiruptor diazotrophicus
0	0	0	0	0	0	0	0	0	1	0	S	Caldicellulosiruptor kronotskyensis
0	0	0	0	0	0	0	0	0	1	0	S1	Caldicellulosiruptor kronotskyensis 2002
0	0	0	0	0	0	0	0	1	0	0	S	Caldicellulosiruptor changbaiensis
1	0	0	0	0	0	0	0	0	0	0	S	Caldicellulosiruptor acetigenus
1	0	0	0	0	0	0	0	0	0	0	S	Caldicellulosiruptor owensensis
1	0	0	0	0	0	0	0	0	0	0	S1	Caldicellulosiruptor owensensis OL
3	0	0	1	4	1	2	0	6	7	2	F	Thermoanaerobacteraceae
2	0	0	1	3	1	2	0	2	2	0	G	Thermoanaerobacter
0	0	0	0	0	0	1	0	0	1	0	S	Thermoanaerobacter kivui
1	0	0	0	0	0	0	0	0	1	0	S	Thermoanaerobacter wiegelii
1	0	0	0	0	0	0	0	0	1	0	S1	Thermoanaerobacter wiegelii Rt8.B1
0	0	0	0	0	0	0	0	1	0	0	S	Thermoanaerobacter italicus
0	0	0	0	0	0	0	0	1	0	0	S1	Thermoanaerobacter italicus Ab9
0	0	0	1	0	0	0	0	0	0	0	S	Thermoanaerobacter siderophilus
0	0	0	1	0	0	0	0	0	0	0	S1	Thermoanaerobacter siderophilus SR4
0	0	0	0	1	0	0	0	2	2	1	F1	Moorella group
0	0	0	0	1	0	0	0	1	2	1	G	Moorella
0	0	0	0	0	0	0	0	1	1	1	S	Moorella thermoacetica
0	0	0	0	1	0	0	0	0	1	0	S	Moorella glycerini
0	0	0	0	0	0	0	0	1	0	0	G	Ammonifex
0	0	0	0	0	0	0	0	1	0	0	S	Ammonifex degensii
0	0	0	0	0	0	0	0	1	0	0	S1	Ammonifex degensii KC4
1	0	0	0	0	0	0	0	0	1	0	G	Caldanaerobacter
1	0	0	0	0	0	0	0	0	1	0	S	Caldanaerobacter subterraneus
1	0	0	0	0	0	0	0	0	1	0	S1	Caldanaerobacter subterraneus subsp. tengcongensis
1	0	0	0	0	0	0	0	0	1	0	S2	Caldanaerobacter subterraneus subsp. tengcongensis MB4
0	0	0	0	0	0	0	0	0	0	1	G	Thermanaeromonas
0	0	0	0	0	0	0	0	0	0	1	S	Thermanaeromonas toyohensis
0	0	0	0	0	0	0	0	0	0	1	S1	Thermanaeromonas toyohensis ToBE
0	0	0	0	0	0	0	0	0	1	0	G	Thermacetogenium
0	0	0	0	0	0	0	0	0	1	0	S	Thermacetogenium phaeum
0	0	0	0	0	0	0	0	0	1	0	S1	Thermacetogenium phaeum DSM 12270
0	0	1	1	0	0	0	1	1	1	0	F	Thermoanaerobacterales Family IV. Incertae Sedis
0	0	1	1	0	0	0	1	1	1	0	G	Mahella
0	0	1	1	0	0	0	1	1	1	0	S	Mahella australiensis
0	0	1	1	0	0	0	1	1	1	0	S1	Mahella australiensis 50-1 BON
0	0	0	1	0	1	0	0	0	0	0	F	Zhaonellaceae
0	0	0	1	0	1	0	0	0	0	0	G	Zhaonella
0	0	0	1	0	1	0	0	0	0	0	S	Zhaonella formicivorans
1	0	0	0	0	0	0	0	0	0	0	F	Thermodesulfobiaceae
1	0	0	0	0	0	0	0	0	0	0	G	Thermodesulfobium
1	0	0	0	0	0	0	0	0	0	0	S	Thermodesulfobium acidiphilum
2	2	1	1	3	2	1	0	1	1	0	O	Halanaerobiales
1	1	0	1	0	2	1	0	1	1	0	F	Halanaerobiaceae
1	1	0	1	0	1	0	0	0	0	0	G	Halanaerobium
1	1	0	0	0	1	0	0	0	0	0	S	Halanaerobium hydrogeniformans
0	0	0	1	0	0	0	0	0	0	0	S	Halanaerobium praevalens
0	0	0	1	0	0	0	0	0	0	0	S1	Halanaerobium praevalens DSM 2228
0	0	0	0	0	1	0	0	1	1	0	G	Iocasia
0	0	0	0	0	1	0	0	1	1	0	S	Iocasia fonsfrigidae
0	0	0	0	0	0	1	0	0	0	0	G	Halothermothrix
0	0	0	0	0	0	1	0	0	0	0	S	Halothermothrix orenii
0	0	0	0	0	0	1	0	0	0	0	S1	Halothermothrix orenii H 168
0	1	1	0	1	0	0	0	0	0	0	F	Halobacteroidaceae
0	1	1	0	1	0	0	0	0	0	0	G	Acetohalobium
0	1	1	0	1	0	0	0	0	0	0	S	Acetohalobium arabaticum
0	1	1	0	1	0	0	0	0	0	0	S1	Acetohalobium arabaticum DSM 5501
1	0	0	0	2	0	0	0	0	0	0	O1	Halanaerobiales incertae sedis
1	0	0	0	2	0	0	0	0	0	0	G	Anoxybacter
1	0	0	0	2	0	0	0	0	0	0	S	Anoxybacter fermentans
2	0	0	0	0	0	0	0	1	2	0	O	Natranaerobiales
2	0	0	0	0	0	0	0	1	1	0	F	Natranaerobiaceae
2	0	0	0	0	0	0	0	1	1	0	G	Natranaerobius
2	0	0	0	0	0	0	0	1	1	0	S	Natranaerobius thermophilus
2	0	0	0	0	0	0	0	1	1	0	S1	Natranaerobius thermophilus JW/NM-WN-LF
0	0	0	0	0	0	0	0	0	1	0	F	Natranaerofabaceae
0	0	0	0	0	0	0	0	0	1	0	G	Natranaerofaba
0	0	0	0	0	0	0	0	0	1	0	S	Natranaerofaba carboxydovora
1	0	0	1	0	1	0	0	0	1	0	O	Koleobacterales
1	0	0	1	0	1	0	0	0	1	0	F	Koleobacteraceae
1	0	0	1	0	1	0	0	0	1	0	G	Koleobacter
1	0	0	1	0	1	0	0	0	1	0	S	Koleobacter methoxysyntrophicus
0	0	0	0	0	1	0	0	0	0	0	O	Thermosediminibacterales
0	0	0	0	0	1	0	0	0	0	0	F	Thermosediminibacteraceae
0	0	0	0	0	1	0	0	0	0	0	G	Thermosediminibacter
0	0	0	0	0	1	0	0	0	0	0	S	Thermosediminibacter oceani
0	0	0	0	0	1	0	0	0	0	0	S1	Thermosediminibacter oceani DSM 16646
708	465	432	700	10405	6053	587	79	238	361	200	C	Bacilli
549	433	319	614	10178	5924	509	43	74	200	72	O	Lactobacillales
41	34	93	10	8575	92	102	6	17	49	15	F	Enterococcaceae
35	33	90	9	8566	90	99	5	11	48	14	G	Enterococcus
9	2	42	0	3411	1	39	0	0	0	2	S	Enterococcus avium
2	8	3	1	2468	64	11	1	0	1	1	S	Enterococcus faecalis
0	0	0	0	14	0	0	0	0	0	0	S1	Enterococcus faecalis 62
0	0	0	0	9	0	0	0	0	0	0	S1	Enterococcus faecalis ARO1/DG
0	0	0	0	7	1	0	0	0	0	0	S1	Enterococcus faecalis D32
0	0	0	0	3	0	0	0	0	0	0	S1	Enterococcus faecalis ATCC 29212
0	0	0	0	1	0	0	0	0	0	0	S1	Enterococcus faecalis R712
0	0	0	0	1	0	0	0	0	0	0	S1	Enterococcus faecalis V583
2	12	0	0	2360	0	0	0	0	0	0	S	Enterococcus raffinosus
7	6	19	4	87	19	30	2	6	43	9	S	Enterococcus faecium
0	0	0	0	2	0	1	0	0	0	0	S1	Enterococcus faecium Aus0085
0	0	1	0	0	0	0	0	0	1	0	S1	Enterococcus faecium DO
2	0	1	0	26	0	0	0	2	1	0	S	Enterococcus hirae
1	0	13	1	4	0	2	0	0	0	0	S	Enterococcus casseliflavus
0	0	1	0	0	0	0	0	0	0	0	S1	Enterococcus casseliflavus EC20
0	1	2	0	9	0	0	0	0	1	1	S	Enterococcus cecorum
0	0	0	0	8	0	1	0	0	0	0	S	Enterococcus gilvus
0	0	0	0	4	2	0	2	0	0	0	S	Enterococcus gallinarum
1	0	0	0	6	1	0	0	0	0	0	S	Enterococcus durans
0	0	1	0	5	0	1	0	0	0	0	G1	unclassified Enterococcus
0	0	0	0	3	0	0	0	0	0	0	S	Enterococcus sp. DA9
0	0	0	0	1	0	1	0	0	0	0	S	Enterococcus sp. FDAARGOS_553
0	0	1	0	1	0	0	0	0	0	0	S	Enterococcus sp. CR-Ec1
2	0	1	0	0	1	0	0	0	0	0	S	Enterococcus saigonensis
2	0	1	0	1	0	0	0	0	0	0	S	Enterococcus wangshanyuanii
0	0	0	1	1	0	0	0	0	1	0	S	Enterococcus mundtii
0	0	0	0	0	0	0	0	1	0	0	S	Enterococcus thailandicus
0	0	0	0	1	0	0	0	0	0	0	S	Enterococcus lactis
0	0	0	0	1	0	0	0	0	0	0	S	Enterococcus italicus
0	0	0	1	0	0	0	0	0	0	0	S	Enterococcus rotai
2	1	1	0	4	2	1	1	4	1	1	G	Vagococcus
1	1	1	0	2	0	0	0	0	0	1	S	Vagococcus fluvialis
0	0	0	0	0	2	0	1	2	0	0	S	Vagococcus carniphilus
0	0	0	0	0	0	1	0	1	0	0	S	Vagococcus penaei
0	0	0	0	1	0	0	0	0	1	0	S	Vagococcus hydrophili
0	0	0	0	0	0	0	0	1	0	0	S	Vagococcus xieshaowenii
0	0	0	0	1	0	0	0	0	0	0	G1	unclassified Vagococcus
0	0	0	0	1	0	0	0	0	0	0	S	Vagococcus sp. CY52-2
1	0	0	0	0	0	0	0	0	0	0	S	Vagococcus lutrae
3	0	1	0	2	0	1	0	1	0	0	G	Tetragenococcus
3	0	0	0	0	0	0	0	1	0	0	S	Tetragenococcus koreensis
0	0	1	0	1	0	1	0	0	0	0	S	Tetragenococcus halophilus
0	0	0	0	1	0	0	0	0	0	0	S	Tetragenococcus osmophilus
1	0	0	0	0	0	1	0	0	0	0	G	Melissococcus
1	0	0	0	0	0	1	0	0	0	0	S	Melissococcus plutonius
464	338	202	164	645	5761	325	10	31	123	29	F	Streptococcaceae
460	335	200	158	621	5725	323	10	27	118	28	G	Streptococcus
178	38	128	73	31	1121	90	0	3	46	2	S	Streptococcus salivarius
6	2	9	3	4	92	8	0	0	3	0	S1	Streptococcus salivarius JIM8777
6	5	3	2	1	62	5	0	0	1	0	S1	Streptococcus salivarius CCHSS3
5	0	0	5	1	38	4	0	0	2	0	S1	Streptococcus salivarius 57.I
123	149	18	36	94	437	21	2	0	11	1	G1	unclassified Streptococcus
46	4	3	14	19	151	5	1	0	2	0	S	Streptococcus sp. LPB0220
30	3	8	9	13	135	4	1	0	1	0	S	Streptococcus sp. HSISM1
7	58	1	0	1	11	0	0	0	0	0	S	Streptococcus sp. HSISS3
2	0	0	2	36	24	1	0	0	0	0	S	Streptococcus sp. A12
5	1	3	4	0	49	3	0	0	0	0	S	Streptococcus sp. FDAARGOS_192
5	34	1	0	0	6	0	0	0	1	0	S	Streptococcus sp. HSISS2
3	1	0	1	4	12	2	0	0	3	0	S	Streptococcus sp. oral taxon 061
5	2	0	0	5	4	0	0	0	0	0	S	Streptococcus sp. oral taxon 431
0	1	0	0	11	0	0	0	0	0	0	S	Streptococcus sp. NSJ-72
2	0	0	0	0	7	0	0	0	0	0	S	Streptococcus sp. HSISS1
1	0	1	0	0	3	0	0	0	1	0	S	Streptococcus sp. zg-86
0	0	0	0	0	3	0	0	0	1	0	S	Streptococcus sp. CNU G2
2	0	0	0	0	1	1	0	0	0	0	S	Streptococcus sp. 116-D4
1	0	0	0	1	1	0	0	0	0	0	S	Streptococcus sp. oral taxon 064
0	0	0	0	0	1	0	0	0	1	0	S	Streptococcus sp. HKU75
0	0	0	0	1	1	0	0	0	0	0	S	Streptococcus sp. CNU G3
1	0	1	0	0	0	0	0	0	0	0	S	Streptococcus sp. 1643
0	0	0	0	0	0	1	0	0	0	0	S	Streptococcus sp. NPS 308
0	1	1	0	1	728	4	0	0	1	0	S	Streptococcus pasteurianus
0	0	1	0	1	364	3	0	0	0	0	S1	Streptococcus pasteurianus ATCC 43144
0	0	0	0	0	472	1	0	0	2	0	S	Streptococcus gallolyticus
0	0	0	0	0	36	0	0	0	0	0	S1	Streptococcus gallolyticus subsp. gallolyticus
0	0	0	0	0	8	0	0	0	0	0	S2	Streptococcus gallolyticus subsp. gallolyticus ATCC BAA-2069
0	0	0	0	0	8	0	0	0	0	0	S2	Streptococcus gallolyticus UCN34
0	0	0	0	0	1	0	0	0	0	0	S2	Streptococcus gallolyticus subsp. gallolyticus ATCC 43143
5	16	6	10	54	33	135	0	3	2	0	S	Streptococcus thermophilus
0	0	0	0	0	2	0	0	0	0	0	S1	Streptococcus thermophilus JIM 8232
0	0	0	1	0	1	0	0	0	0	0	S1	Streptococcus thermophilus 1F8CT
0	0	0	1	0	1	0	0	0	0	0	S1	Streptococcus thermophilus MTH17CL396
0	0	0	0	1	0	0	0	0	0	0	S1	Streptococcus thermophilus TH1477
0	0	1	0	0	0	0	0	0	0	0	S1	Streptococcus thermophilus M17PTZA496
0	0	1	0	0	0	0	0	0	0	0	S1	Streptococcus thermophilus TH1436
61	4	1	9	35	113	10	0	0	3	0	S	Streptococcus parasanguinis
24	1	1	4	14	52	5	0	0	2	0	S1	Streptococcus parasanguinis ATCC 15912
24	2	0	5	14	47	3	0	0	1	0	S1	Streptococcus parasanguinis FW213
5	1	1	0	108	2	5	0	0	1	0	G1	Streptococcus anginosus group
0	0	1	0	47	2	0	0	0	0	0	S	Streptococcus anginosus
0	0	0	0	3	0	0	0	0	0	0	S1	Streptococcus anginosus subsp. whileyi
0	0	0	0	3	0	0	0	0	0	0	S2	Streptococcus anginosus subsp. whileyi MAS624
0	0	0	0	2	0	0	0	0	0	0	S1	Streptococcus anginosus C238
0	0	0	0	47	0	0	0	0	0	0	S	Streptococcus constellatus
5	1	0	0	5	0	5	0	0	1	0	S	Streptococcus intermedius
1	1	0	0	4	0	3	0	0	1	0	S1	Streptococcus intermedius B196
0	0	0	0	1	0	0	0	0	0	0	S1	Streptococcus intermedius C270
2	69	2	2	8	29	3	0	0	0	0	S	Streptococcus lactarius
1	0	0	0	0	87	1	0	0	1	1	S	Streptococcus lutetiensis
0	0	0	0	0	19	0	0	0	0	0	S1	Streptococcus lutetiensis 033
0	3	0	1	53	13	1	0	1	1	0	G1	Streptococcus dysgalactiae group
0	3	0	0	50	6	1	0	0	1	0	S	Streptococcus equi
0	3	0	0	47	5	1	0	0	1	0	S1	Streptococcus equi subsp. zooepidemicus
0	0	0	0	2	0	0	0	0	0	0	S1	Streptococcus equi subsp. equi
0	0	0	1	2	7	0	0	1	0	0	S	Streptococcus dysgalactiae
0	0	0	0	1	4	0	0	0	0	0	S1	Streptococcus dysgalactiae subsp. equisimilis
0	0	0	1	0	0	0	0	0	0	0	S1	Streptococcus dysgalactiae subsp. dysgalactiae
16	9	2	1	15	20	6	1	0	3	0	S	Streptococcus mitis
5	2	0	0	6	5	4	0	0	0	0	S1	Streptococcus mitis B6
2	0	0	3	55	5	0	0	0	0	0	S	Streptococcus mutans
0	0	0	1	0	0	0	0	0	0	0	S1	Streptococcus mutans NN2025
2	0	0	0	19	29	1	0	0	2	0	S	Streptococcus australis
1	1	2	0	1	29	1	1	0	3	5	S	Streptococcus suis
0	0	0	0	0	2	0	0	0	0	0	S1	Streptococcus suis D12
0	0	0	0	0	2	0	0	0	0	0	S1	Streptococcus suis 6407
0	0	0	0	0	2	0	0	0	0	0	S1	Streptococcus suis BM407
0	0	0	0	0	1	0	0	0	0	0	S1	Streptococcus suis D9
0	0	0	0	0	1	0	0	0	0	0	S1	Streptococcus suis JS14
0	0	1	0	0	0	0	0	0	0	0	S1	Streptococcus suis T15
5	9	2	0	5	18	2	0	1	2	0	S	Streptococcus pneumoniae
0	0	0	0	1	1	0	0	0	0	0	S1	Streptococcus pneumoniae TCH8431/19A
0	0	0	0	1	0	1	0	0	0	0	S1	Streptococcus pneumoniae ST556
0	0	0	0	0	0	0	0	0	1	0	S1	Streptococcus pneumoniae SPN034183
0	0	0	0	0	1	0	0	0	0	0	S1	Streptococcus pneumoniae SPN032672
0	0	0	0	1	0	0	0	0	0	0	S1	Streptococcus pneumoniae INV200
1	0	0	0	0	0	0	0	0	0	0	S1	Streptococcus pneumoniae Hungary19A-6
4	4	3	1	11	9	2	0	1	3	2	S	Streptococcus oralis
1	1	1	1	3	1	0	0	0	1	0	S1	Streptococcus oralis subsp. oralis
2	1	0	0	1	1	0	0	0	0	0	S1	Streptococcus oralis subsp. tigurinus
0	0	1	0	1	0	0	0	0	0	1	S1	Streptococcus oralis subsp. dentisani
0	1	0	0	0	1	0	0	0	0	0	S1	Streptococcus oralis Uo5
0	0	0	0	0	30	0	0	0	0	2	S	Streptococcus equinus
0	0	1	0	3	15	0	1	6	0	0	S	Streptococcus canis
3	0	0	1	3	9	0	0	0	9	1	S	Streptococcus sanguinis
1	0	0	0	0	1	0	0	0	1	0	S1	Streptococcus sanguinis SK36
0	0	0	0	14	5	0	0	0	0	2	S	Streptococcus porcinus
1	0	0	0	6	12	2	0	0	0	0	S	Streptococcus ilei
0	4	1	1	0	10	3	0	0	1	0	S	Streptococcus vestibularis
1	0	3	0	6	8	1	0	0	1	0	S	Streptococcus agalactiae
0	0	0	0	0	4	0	0	0	0	0	S1	Streptococcus agalactiae 09mas018883
3	0	0	0	12	1	1	0	0	2	0	S	Streptococcus pyogenes
0	0	0	0	2	9	1	0	0	2	0	S	Streptococcus gordonii
0	0	2	1	2	9	0	0	0	0	0	S	Streptococcus rubneri
1	1	0	1	3	8	0	0	0	0	0	S	Streptococcus koreensis
0	0	0	0	9	2	1	0	0	0	0	S	Streptococcus pseudoporcinus
2	0	0	0	2	4	1	0	2	0	0	S	Streptococcus infantis
1	0	0	0	9	0	0	0	0	0	0	S	Streptococcus milleri
5	1	0	0	1	1	0	1	0	0	0	S	Streptococcus parasuis
0	0	0	0	0	8	0	0	0	0	0	S	Streptococcus ferus
1	1	0	1	0	2	0	0	0	1	1	S	Streptococcus parauberis
0	1	0	0	0	1	0	0	0	0	0	S1	Streptococcus parauberis NCFD 2020
0	0	1	0	2	1	1	0	0	1	0	S	Streptococcus cristatus
0	0	1	0	0	0	1	0	0	1	0	S1	Streptococcus cristatus ATCC 51100
0	0	1	0	0	3	0	0	0	1	0	S	Streptococcus ratti
0	0	0	0	0	4	0	0	0	0	0	S	Streptococcus sobrinus
0	0	0	0	0	4	0	0	0	0	0	S	Streptococcus infantarius
0	0	0	0	0	1	0	0	0	0	0	S1	Streptococcus infantarius subsp. infantarius
0	0	0	0	0	1	0	0	0	0	0	S2	Streptococcus infantarius subsp. infantarius CJ18
0	0	1	0	2	1	0	0	0	0	0	S	Streptococcus halotolerans
1	0	0	0	1	1	0	0	1	0	0	S	Streptococcus acidominimus
0	0	0	0	0	2	0	0	0	0	1	S	Streptococcus urinalis
0	0	0	0	0	2	1	0	0	0	0	S	Streptococcus gwangjuense
0	0	0	0	0	2	1	0	0	0	0	S	Streptococcus respiraculi
0	0	0	0	1	2	0	0	0	0	0	S	Streptococcus pluranimalium
0	0	1	0	1	0	0	0	0	0	1	S	Streptococcus chenjunshii
0	0	1	0	0	2	0	0	0	0	0	S	Streptococcus ruminantium
1	0	0	0	1	0	0	0	0	1	0	S	Streptococcus pseudopneumoniae
1	0	0	0	1	0	0	0	0	1	0	S1	Streptococcus pseudopneumoniae IS7493
0	0	0	0	0	1	1	0	0	0	0	S	Streptococcus troglodytae
0	0	1	0	0	1	0	0	0	0	0	S	Streptococcus uberis
1	0	0	0	0	0	0	0	1	0	0	S	Streptococcus pantholopis
0	0	0	0	0	1	0	0	0	0	0	S	Streptococcus halichoeri
0	0	0	0	0	1	0	0	0	0	0	S	Streptococcus merionis
0	0	0	0	0	1	0	0	0	0	0	S	Streptococcus himalayensis
0	0	0	0	1	0	0	0	0	0	0	S	Streptococcus iniae
4	2	1	5	23	35	2	0	4	5	1	G	Lactococcus
1	1	0	3	4	13	0	0	0	0	0	S	Lactococcus lactis
0	1	0	0	3	3	0	0	0	0	0	S1	Lactococcus lactis subsp. lactis
0	0	0	0	0	1	0	0	0	0	0	S2	Lactococcus lactis subsp. lactis IO-1
0	0	0	0	1	0	0	0	0	0	0	S2	Lactococcus lactis subsp. lactis bv. diacetylactis
2	0	1	0	8	10	0	0	0	0	0	S	Lactococcus piscium
2	0	1	0	8	8	0	0	0	0	0	S1	Lactococcus piscium MKFS47
1	0	0	0	1	2	0	0	0	3	0	S	Lactococcus cremoris
0	0	0	0	0	1	0	0	0	2	0	S1	Lactococcus cremoris subsp. cremoris
0	0	0	0	0	0	0	0	0	2	0	S2	Lactococcus lactis subsp. cremoris A76
0	0	0	0	0	1	0	0	0	0	0	S2	Lactococcus lactis subsp. cremoris UC509.9
0	0	0	0	2	3	0	0	1	0	0	S	Lactococcus raffinolactis
0	0	0	0	2	0	0	0	2	1	1	S	Lactococcus garvieae
0	0	0	0	0	0	0	0	1	0	0	S	Lactococcus allomyrinae
0	0	0	0	1	0	0	0	0	0	0	S	Lactococcus carnosus
0	0	0	0	1	0	0	0	0	0	0	G1	unclassified Lactococcus
0	0	0	0	1	0	0	0	0	0	0	S	Lactococcus sp. LG1267
0	0	0	0	1	0	0	0	0	0	0	S	Lactococcus protaetiae
27	60	17	438	519	22	77	25	20	23	21	F	Lactobacillaceae
4	12	1	1	387	4	65	0	0	2	1	G	Lacticaseibacillus
2	11	0	0	315	0	3	0	0	0	0	S	Lacticaseibacillus paracasei
0	0	0	0	13	0	0	0	0	0	0	S1	Lacticaseibacillus paracasei subsp. tolerans
0	1	0	0	10	0	0	0	0	0	0	S1	Lacticaseibacillus paracasei subsp. paracasei
0	0	0	0	1	0	0	0	0	0	0	S2	Lacticaseibacillus paracasei subsp. paracasei 8700:2
0	0	0	0	3	0	0	0	0	0	0	S1	Lacticaseibacillus paracasei ATCC 334
2	0	0	0	18	3	61	0	0	1	0	S	Lacticaseibacillus rhamnosus
0	0	1	1	2	0	0	0	0	1	0	S	Lacticaseibacillus zeae
0	0	0	0	1	0	0	0	0	0	0	S	Lacticaseibacillus casei
5	0	4	310	10	4	4	3	7	0	4	G	Lactobacillus
0	0	0	295	0	0	0	1	0	0	0	S	Lactobacillus amylovorus
0	0	0	16	0	0	0	0	0	0	0	S1	Lactobacillus amylovorus GRL1118
0	0	0	13	0	0	0	0	0	0	0	S1	Lactobacillus amylovorus GRL 1112
0	0	0	4	0	0	0	0	0	0	0	S1	Lactobacillus amylovorus DSM 20531
