ERR2270938	ERR2270939	ERR2270940	ERR2270941	ERR2270960	ERR2270961	ERR2270962	ERR2271042	ERR2271043	ERR2271236	ERR2271237	lvl_type	name	taxonomy
1	0	0	0	3	1	0	1	3	1	3	g	Ruminiclostridium	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Ruminiclostridium
0	0	0	0	2	1	0	1	3	1	2	s	Ruminiclostridium herbifermentans	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Ruminiclostridium;s__Ruminiclostridium herbifermentans
1	0	0	0	1	0	0	0	0	0	1	s	Ruminiclostridium cellulolyticum	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Ruminiclostridium;s__Ruminiclostridium cellulolyticum
1	0	0	0	1	0	0	0	0	0	1	s1	Ruminiclostridium cellulolyticum H10	na;na;na;na;na;na;na
0	3	1	1	0	0	1	0	3	1	1	g	Pseudoclostridium	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Pseudoclostridium
0	3	1	1	0	0	1	0	3	1	1	s	Pseudoclostridium thermosuccinogenes	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Pseudoclostridium;s__Pseudoclostridium thermosuccinogenes
2	0	1	0	0	0	1	0	0	4	1	g	Caproicibacter	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Caproicibacter
2	0	1	0	0	0	1	0	0	4	1	s	Caproicibacter fermentans	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Caproicibacter;s__Caproicibacter fermentans
1	0	1	1	0	0	0	0	0	2	2	g	Thermoclostridium	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Thermoclostridium
1	0	1	1	0	0	0	0	0	2	2	s	Thermoclostridium stercorarium	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Thermoclostridium;s__Thermoclostridium stercorarium
0	0	0	0	0	0	0	0	0	1	0	s1	Thermoclostridium stercorarium subsp. leptospartum	na;na;na;na;na;na;na
0	0	0	0	0	0	0	0	0	1	0	s2	Thermoclostridium stercorarium subsp. leptospartum DSM 9219	na;na;na;na;na;na;na
0	0	0	1	0	0	0	0	3	1	0	g	Fastidiosipila	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Fastidiosipila
0	0	0	1	0	0	0	0	3	1	0	s	Fastidiosipila sanguinis	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Fastidiosipila;s__Fastidiosipila sanguinis
419	82	226	68	552	1992	156	50	121	282	75	f	Clostridiaceae	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae
374	79	176	60	490	1943	142	49	106	259	68	g	Clostridium	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium
127	2	12	4	66	845	13	7	4	19	1	s	Clostridium perfringens	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium perfringens
1	0	2	0	2	5	0	0	0	2	0	s1	Clostridium perfringens F262	na;na;na;na;na;na;na
2	0	0	0	0	4	0	0	0	0	0	s1	Clostridium perfringens ATCC 13124	na;na;na;na;na;na;na
2	0	0	0	1	2	0	0	0	0	0	s1	Clostridium perfringens str. 13	na;na;na;na;na;na;na
60	60	63	0	316	338	63	4	7	74	4	s	Clostridium botulinum	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium botulinum
0	0	0	0	2	4	0	2	1	1	0	s1	Clostridium botulinum BKT015925	na;na;na;na;na;na;na
1	0	0	0	0	6	2	0	1	0	0	s1	Clostridium botulinum 202F	na;na;na;na;na;na;na
1	0	0	0	1	6	0	0	1	1	0	s1	Clostridium botulinum B	na;na;na;na;na;na;na
1	0	0	0	1	5	0	0	1	1	0	s2	Clostridium botulinum B str. Eklund 17B (NRP)	na;na;na;na;na;na;na
0	0	0	0	0	1	0	0	0	0	0	s2	Clostridium botulinum B1	na;na;na;na;na;na;na
0	0	0	0	0	1	0	0	0	0	0	s3	Clostridium botulinum B1 str. Okra	na;na;na;na;na;na;na
0	0	0	0	0	2	0	0	0	0	0	s1	Clostridium botulinum A	na;na;na;na;na;na;na
0	0	0	0	0	2	0	0	0	0	0	s2	Clostridium botulinum A3 str. Loch Maree	na;na;na;na;na;na;na
67	10	35	37	27	69	14	14	27	74	45	g1	unclassified Clostridium	na;na;na;na;na;na;na
29	5	27	14	6	0	9	9	13	50	27	s	Clostridium sp. M62/1	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium sp. M62/1
12	2	1	7	1	0	0	1	0	8	12	s	Clostridium sp. SY8519	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium sp. SY8519
3	0	2	1	7	19	1	1	2	3	0	s	Clostridium sp. C5S11	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium sp. C5S11
5	0	3	13	0	0	1	2	4	4	3	s	Clostridium sp. C1	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium sp. C1
6	2	0	1	2	16	2	1	2	2	0	s	Clostridium sp. DL-VIII	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium sp. DL-VIII
1	0	1	1	8	8	0	0	1	2	3	s	Clostridium sp. JN-9	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium sp. JN-9
3	0	0	0	0	14	1	0	1	1	0	s	Clostridium sp. BJN0001	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium sp. BJN0001
2	0	0	0	1	5	0	0	0	0	0	s	Clostridium sp. JN-1	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium sp. JN-1
4	0	0	0	0	1	0	0	2	1	0	s	Clostridium sp. BNL1100	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium sp. BNL1100
0	0	1	0	0	1	0	0	0	2	0	s	Clostridium sp. 001	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium sp. 001
0	1	0	0	1	1	0	0	0	1	0	s	Clostridium sp. AWRP	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium sp. AWRP
1	0	0	0	0	2	0	0	1	0	0	s	Clostridium sp. 'deep sea'	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium sp. 'deep sea'
0	0	0	0	0	2	0	0	1	0	0	s	Clostridium sp. MF28	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium sp. MF28
12	0	5	0	7	70	2	3	1	4	1	s	Clostridium septicum	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium septicum
12	1	4	0	1	62	1	0	2	12	1	s	Clostridium butyricum	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium butyricum
10	0	5	2	5	44	4	5	3	4	0	s	Clostridium baratii	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium baratii
1	0	1	0	2	13	1	3	1	0	0	s1	Clostridium baratii str. Sullivan	na;na;na;na;na;na;na
2	0	3	2	7	44	4	2	2	6	0	s	Clostridium chauvoei	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium chauvoei
3	0	4	0	6	44	1	3	2	4	0	s	Clostridium gasigenes	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium gasigenes
3	0	3	3	4	43	1	0	3	5	1	s	Clostridium isatidis	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium isatidis
10	0	1	1	2	30	1	2	5	0	1	s	Clostridium bornimense	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium bornimense
4	0	0	1	3	31	2	0	2	1	0	s	Clostridium taeniosporum	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium taeniosporum
3	1	0	0	2	30	0	0	2	1	2	s	Clostridium intestinale	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium intestinale
4	0	1	0	1	24	2	0	0	4	0	s	Clostridium saccharobutylicum	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium saccharobutylicum
1	0	5	0	2	19	1	0	3	4	0	s	Clostridium saccharoperbutylacetonicum	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium saccharoperbutylacetonicum
1	0	1	0	0	4	0	0	0	0	0	s1	Clostridium saccharoperbutylacetonicum N1-4	na;na;na;na;na;na;na
1	0	1	0	0	4	0	0	0	0	0	s2	Clostridium saccharoperbutylacetonicum N1-4(HMT)	na;na;na;na;na;na;na
8	0	1	0	0	13	1	0	5	6	0	s	Clostridium argentinense	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium argentinense
3	0	3	3	2	13	1	1	0	4	1	s	Clostridium cadaveris	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium cadaveris
3	0	2	0	2	18	0	2	1	2	0	s	Clostridium beijerinckii	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium beijerinckii
0	0	0	0	1	0	0	0	0	1	0	s1	Clostridium beijerinckii NRRL B-598	na;na;na;na;na;na;na
5	0	1	0	2	17	2	1	0	1	0	s	Clostridium manihotivorum	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium manihotivorum
1	0	1	0	2	14	5	0	0	0	0	s	Clostridium tetani	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium tetani
0	0	0	0	0	2	2	0	0	0	0	s1	Clostridium tetani 12124569	na;na;na;na;na;na;na
1	0	1	1	2	8	2	0	4	3	0	s	Clostridium pasteurianum	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium pasteurianum
0	0	0	1	2	3	0	0	3	0	0	s1	Clostridium pasteurianum BC1	na;na;na;na;na;na;na
3	0	0	0	1	9	0	0	4	3	0	s	Clostridium novyi	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium novyi
3	0	0	0	1	9	0	0	3	2	0	s1	Clostridium novyi NT	na;na;na;na;na;na;na
2	0	1	0	1	6	1	1	3	1	1	s	Clostridium kluyveri	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium kluyveri
2	0	2	0	0	4	2	0	2	2	2	s	Clostridium sporogenes	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium sporogenes
1	0	1	0	1	9	1	0	0	2	0	s	Clostridium carboxidivorans	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium carboxidivorans
1	0	1	0	1	9	1	0	0	2	0	s1	Clostridium carboxidivorans P7	na;na;na;na;na;na;na
3	0	1	0	0	2	0	1	2	2	1	s	Clostridium thermarum	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium thermarum
0	0	0	0	3	4	1	0	0	2	1	s	Clostridium fermenticellae	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium fermenticellae
1	1	0	0	2	4	1	0	1	1	0	s	Clostridium aceticum	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium aceticum
1	0	0	0	0	4	0	0	3	1	1	s	Clostridium cellulovorans	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium cellulovorans
1	0	0	0	0	4	0	0	3	1	1	s1	Clostridium cellulovorans 743B	na;na;na;na;na;na;na
1	0	0	0	0	6	1	0	1	0	0	s	Clostridium acetobutylicum	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium acetobutylicum
0	1	0	2	0	1	1	0	1	1	1	s	Clostridium drakei	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium drakei
1	0	1	0	1	4	0	0	0	1	0	s	Clostridium cochlearium	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium cochlearium
1	0	1	0	0	4	0	0	0	2	0	s	Clostridium estertheticum	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium estertheticum
1	0	1	0	0	4	0	0	0	2	0	s1	Clostridium estertheticum subsp. estertheticum	na;na;na;na;na;na;na
1	0	0	0	2	2	1	0	1	0	0	s	Clostridium tyrobutyricum	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium tyrobutyricum
0	0	1	1	2	0	0	0	0	0	0	s	Clostridium formicaceticum	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium formicaceticum
0	0	0	0	0	2	0	1	0	0	0	s	Clostridium scatologenes	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium scatologenes
0	0	0	0	0	1	0	0	0	1	0	s	Clostridium diolis	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium diolis
7	1	44	6	6	0	4	0	2	6	3	g	Hungatella	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Hungatella
7	1	44	6	6	0	4	0	2	6	3	s	Hungatella hathewayi	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Hungatella;s__Hungatella hathewayi
7	1	44	6	6	0	4	0	2	6	3	s1	Hungatella hathewayi WAL-18680	na;na;na;na;na;na;na
21	0	1	0	31	18	3	0	0	5	0	g	Paraclostridium	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Paraclostridium
21	0	1	0	31	18	3	0	0	5	0	s	Paraclostridium bifermentans	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Paraclostridium;s__Paraclostridium bifermentans
5	0	1	0	5	7	3	0	4	2	1	g	Crassaminicella	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Crassaminicella
1	0	0	0	2	1	1	0	2	2	0	g1	unclassified Crassaminicella	na;na;na;na;na;na;na
1	0	0	0	2	1	1	0	2	2	0	s	Crassaminicella sp. 143-21	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Crassaminicella;s__Crassaminicella sp. 143-21
2	0	1	0	1	3	2	0	0	0	0	s	Crassaminicella thermophila	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Crassaminicella;s__Crassaminicella thermophila
2	0	0	0	2	3	0	0	1	0	1	s	Crassaminicella profunda	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Crassaminicella;s__Crassaminicella profunda
1	0	1	2	5	6	0	0	0	5	0	g	Sarcina	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Sarcina
1	0	1	2	5	6	0	0	0	5	0	g1	unclassified Sarcina	na;na;na;na;na;na;na
1	0	1	2	5	6	0	0	0	5	0	s	Sarcina sp. JB2	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Sarcina;s__Sarcina sp. JB2
2	1	0	0	1	4	0	0	0	1	1	g	Hathewaya	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Hathewaya
2	1	0	0	1	4	0	0	0	1	1	s	Hathewaya histolytica	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Hathewaya;s__Hathewaya histolytica
1	0	0	0	2	0	1	0	2	1	1	g	Geosporobacter	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Geosporobacter
1	0	0	0	2	0	1	0	2	1	1	s	Geosporobacter ferrireducens	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Geosporobacter;s__Geosporobacter ferrireducens
3	0	0	0	2	1	1	0	1	0	0	g	Alkaliphilus	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Alkaliphilus
3	0	0	0	1	1	0	0	1	0	0	g1	unclassified Alkaliphilus	na;na;na;na;na;na;na
3	0	0	0	1	1	0	0	1	0	0	s	Alkaliphilus sp. B6464	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Alkaliphilus;s__Alkaliphilus sp. B6464
0	0	0	0	0	0	1	0	0	0	0	s	Alkaliphilus oremlandii	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Alkaliphilus;s__Alkaliphilus oremlandii
0	0	0	0	0	0	1	0	0	0	0	s1	Alkaliphilus oremlandii OhILAs	na;na;na;na;na;na;na
0	0	0	0	1	0	0	0	0	0	0	s	Alkaliphilus metalliredigens	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Alkaliphilus;s__Alkaliphilus metalliredigens
0	0	0	0	1	0	0	0	0	0	0	s1	Alkaliphilus metalliredigens QYMF	na;na;na;na;na;na;na
1	0	0	0	1	1	0	0	1	0	1	g	Serpentinicella	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Serpentinicella
1	0	0	0	1	1	0	0	1	0	1	s	Serpentinicella alkaliphila	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Serpentinicella;s__Serpentinicella alkaliphila
1	0	0	0	2	0	0	0	2	0	0	g	Caloramator	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Caloramator
1	0	0	0	2	0	0	0	2	0	0	g1	unclassified Caloramator	na;na;na;na;na;na;na
1	0	0	0	2	0	0	0	2	0	0	s	Caloramator sp. E03	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Caloramator;s__Caloramator sp. E03
0	0	0	0	3	1	0	0	0	0	0	g	Candidatus Arthromitus	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Candidatus Arthromitus
0	0	0	0	3	1	0	0	0	0	0	g1	unclassified Candidatus Arthromitus	na;na;na;na;na;na;na
0	0	0	0	1	0	0	0	0	0	0	s	Candidatus Arthromitus sp. SFB-mouse-NL	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Candidatus Arthromitus;s__Candidatus Arthromitus sp. SFB-mouse-NL
0	1	0	0	0	0	0	1	0	0	0	g	Butyricicoccus	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Butyricicoccus
0	1	0	0	0	0	0	1	0	0	0	g1	unclassified Butyricicoccus	na;na;na;na;na;na;na
0	1	0	0	0	0	0	1	0	0	0	s	Butyricicoccus sp. GAM44	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Butyricicoccus;s__Butyricicoccus sp. GAM44
384	37	50	45	733	1002	177	19	80	251	35	f	Peptostreptococcaceae	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Peptostreptococcaceae
186	0	2	12	551	705	38	13	41	97	4	g	Romboutsia	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Peptostreptococcaceae;g__Romboutsia
142	0	0	7	498	589	26	11	35	77	3	s	Romboutsia ilealis	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Peptostreptococcaceae;g__Romboutsia;s__Romboutsia ilealis
29	0	2	4	34	72	6	1	4	13	0	g1	unclassified Romboutsia	na;na;na;na;na;na;na
29	0	2	4	34	72	6	1	4	13	0	s	Romboutsia sp. CE17	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Peptostreptococcaceae;g__Romboutsia;s__Romboutsia sp. CE17
11	0	0	1	13	37	5	1	2	7	1	s	Romboutsia hominis	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Peptostreptococcaceae;g__Romboutsia;s__Romboutsia hominis
58	35	38	26	66	77	94	4	18	97	24	g	Clostridioides	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Peptostreptococcaceae;g__Clostridioides
39	35	34	24	38	34	85	4	16	95	21	s	Clostridioides difficile	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Peptostreptococcaceae;g__Clostridioides;s__Clostridioides difficile
3	3	1	2	1	0	7	0	0	8	2	s1	Clostridioides difficile QCD-23m63	na;na;na;na;na;na;na
0	0	0	0	0	0	1	0	0	0	0	s1	Clostridioides difficile BI9	na;na;na;na;na;na;na
11	0	3	1	12	25	5	0	2	1	2	g1	unclassified Clostridioides	na;na;na;na;na;na;na
0	0	1	1	5	9	1	0	1	0	0	s	Clostridioides sp. ES-S-0054-01	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Peptostreptococcaceae;g__Clostridioides;s__Clostridioides sp. ES-S-0054-01
1	0	1	0	0	1	0	0	0	0	1	s	Clostridioides sp. ES-S-0010-02	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Peptostreptococcaceae;g__Clostridioides;s__Clostridioides sp. ES-S-0010-02
0	0	0	0	0	0	1	0	0	0	0	s	Clostridioides sp. ES-S-0107-01	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Peptostreptococcaceae;g__Clostridioides;s__Clostridioides sp. ES-S-0107-01
84	0	2	5	16	124	28	1	5	32	0	g	Terrisporobacter	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Peptostreptococcaceae;g__Terrisporobacter
84	0	2	5	16	124	28	1	5	32	0	g1	unclassified Terrisporobacter	na;na;na;na;na;na;na
84	0	2	5	16	124	28	1	5	32	0	s	Terrisporobacter sp. MCA3	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Peptostreptococcaceae;g__Terrisporobacter;s__Terrisporobacter sp. MCA3
39	0	0	1	21	48	5	1	2	10	1	g	Paeniclostridium	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Peptostreptococcaceae;g__Paeniclostridium
39	0	0	1	21	48	5	1	2	10	1	s	Paeniclostridium sordellii	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Peptostreptococcaceae;g__Paeniclostridium;s__Paeniclostridium sordellii
3	1	8	1	39	20	7	0	0	6	3	g	Peptacetobacter	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Peptostreptococcaceae;g__Peptacetobacter
3	1	8	1	39	20	7	0	0	6	3	s	Peptacetobacter hiranonis	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Peptostreptococcaceae;g__Peptacetobacter;s__Peptacetobacter hiranonis
0	0	0	0	15	0	1	0	5	1	1	g	Filifactor	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Peptostreptococcaceae;g__Filifactor
0	0	0	0	15	0	1	0	5	1	1	s	Filifactor alocis	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Peptostreptococcaceae;g__Filifactor;s__Filifactor alocis
0	0	0	0	15	0	1	0	5	1	1	s1	Filifactor alocis ATCC 35896	na;na;na;na;na;na;na
1	0	0	0	6	5	0	0	4	3	1	g	Tepidibacter	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Peptostreptococcaceae;g__Tepidibacter
1	0	0	0	6	5	0	0	4	3	1	g1	unclassified Tepidibacter	na;na;na;na;na;na;na
1	0	0	0	6	5	0	0	4	3	1	s	Tepidibacter sp. 8C15b	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Peptostreptococcaceae;g__Tepidibacter;s__Tepidibacter sp. 8C15b
4	0	0	0	2	0	1	0	2	2	0	g	Peptoclostridium	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Peptostreptococcaceae;g__Peptoclostridium
4	0	0	0	2	0	1	0	2	2	0	s	Peptoclostridium acidaminophilum	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Peptostreptococcaceae;g__Peptoclostridium;s__Peptoclostridium acidaminophilum
4	0	0	0	2	0	1	0	2	2	0	s1	Peptoclostridium acidaminophilum DSM 3953	na;na;na;na;na;na;na
0	1	0	0	4	5	0	0	0	0	0	g	Acetoanaerobium	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Peptostreptococcaceae;g__Acetoanaerobium
0	1	0	0	4	5	0	0	0	0	0	s	Acetoanaerobium sticklandii	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Peptostreptococcaceae;g__Acetoanaerobium;s__Acetoanaerobium sticklandii
68	12	21	307	2	2	33	7	20	33	46	f	Eubacteriaceae	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Eubacteriaceae
67	12	18	306	2	2	33	7	19	31	44	g	Eubacterium	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Eubacteriaceae;g__Eubacterium
57	11	10	297	1	2	31	7	11	23	36	g1	unclassified Eubacterium	na;na;na;na;na;na;na
