#Number of Samples: 11
#Total Number of Reads: 76094283
#S1	../../reports/kraken2/ERR2270938.report
#S2	../../reports/kraken2/ERR2270939.report
#S3	../../reports/kraken2/ERR2270940.report
#S4	../../reports/kraken2/ERR2270941.report
#S5	../../reports/kraken2/ERR2270960.report
#S6	../../reports/kraken2/ERR2270961.report
#S7	../../reports/kraken2/ERR2270962.report
#S8	../../reports/kraken2/ERR2271042.report
#S9	../../reports/kraken2/ERR2271043.report
#S10	../../reports/kraken2/ERR2271236.report
#S11	../../reports/kraken2/ERR2271237.report
#perc	tot_all	tot_lvl	1_all	1_lvl	2_all	2_lvl	3_all	3_lvl	4_all	4_lvl	5_all	5_lvl	6_all	6_lvl	7_all	7_lvl	8_all	8_lvl	9_all	9_lvl	10_all	10_lvl	11_all	11_lvl	lvl_type	taxid	name
0.0043	3282	3282	595	595	26	26	152	152	538	538	635	635	5	5	4	4	114	114	284	284	502	502	427	427	S1	699246	                    Mageeibacillus indolicus UPII9-5
0.0042	3224	0	418	0	24	0	178	0	367	0	17	0	2	0	16	0	191	0	551	0	727	0	733	0	G	253238	                Ethanoligenens
0.0042	3224	3213	418	412	24	24	178	178	367	367	17	17	2	2	16	16	191	188	551	551	727	725	733	733	S	253239	                  Ethanoligenens harbinense
0.0000	11	11	6	6	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	2	2	0	0	S1	663278	                    Ethanoligenens harbinense YUAN-3
0.0035	2693	0	284	0	53	0	102	0	557	0	28	0	3	0	20	0	159	0	545	0	430	0	512	0	G	1738645	                Caproiciproducens
0.0035	2693	0	284	0	53	0	102	0	557	0	28	0	3	0	20	0	159	0	545	0	430	0	512	0	G1	2643836	                  unclassified Caproiciproducens
0.0035	2693	2693	284	284	53	53	102	102	557	557	28	28	3	3	20	20	159	159	545	545	430	430	512	512	S	2507162	                    Caproiciproducens sp. NJN-50
0.0026	1968	0	265	0	92	0	135	0	104	0	115	0	63	0	31	0	74	0	449	0	284	0	356	0	G	2304693	                Pseudoclostridium
0.0026	1968	1968	265	265	92	92	135	135	104	104	115	115	63	63	31	31	74	74	449	449	284	284	356	356	S	84032	                  Pseudoclostridium thermosuccinogenes
0.0022	1666	0	279	0	63	0	131	0	126	0	64	0	139	0	114	0	64	0	297	0	170	0	219	0	G	2304691	                Thermoclostridium
0.0022	1666	1426	279	206	63	36	131	130	126	121	64	24	139	100	114	110	64	60	297	295	170	137	219	207	S	1510	                  Thermoclostridium stercorarium
0.0002	148	0	26	0	25	0	0	0	2	0	37	0	24	0	0	0	4	0	2	0	27	0	1	0	S1	160385	                    Thermoclostridium stercorarium subsp. leptospartum
0.0002	148	148	26	26	25	25	0	0	2	2	37	37	24	24	0	0	4	4	2	2	27	27	1	1	S2	1346611	                      Thermoclostridium stercorarium subsp. leptospartum DSM 9219
0.0001	82	0	45	0	2	0	0	0	3	0	3	0	10	0	3	0	0	0	0	0	5	0	11	0	S1	29351	                    Thermoclostridium stercorarium subsp. thermolacticum
0.0001	82	82	45	45	2	2	0	0	3	3	3	3	10	10	3	3	0	0	0	0	5	5	11	11	S2	1121336	                      Thermoclostridium stercorarium subsp. thermolacticum DSM 2910
0.0000	10	0	2	0	0	0	1	0	0	0	0	0	5	0	1	0	0	0	0	0	1	0	0	0	S1	160845	                    Thermoclostridium stercorarium subsp. stercorarium
0.0000	10	10	2	2	0	0	1	1	0	0	0	0	5	5	1	1	0	0	0	0	1	1	0	0	S2	1121335	                      Thermoclostridium stercorarium subsp. stercorarium DSM 8532
0.0018	1334	0	54	0	20	0	109	0	38	0	244	0	79	0	28	0	28	0	621	0	54	0	59	0	G	236752	                Fastidiosipila
0.0018	1334	1334	54	54	20	20	109	109	38	38	244	244	79	79	28	28	28	28	621	621	54	54	59	59	S	236753	                  Fastidiosipila sanguinis
1.1822	899596	6508	100417	778	24455	54	65742	359	17171	123	119604	620	416375	2750	35152	247	18338	155	32660	644	42262	500	27420	278	F	31979	              Clostridiaceae
1.0858	826217	62644	90531	6298	22412	532	51827	4162	14340	1041	109134	4149	400573	32839	31702	2392	16064	1812	27163	4628	38544	3026	23927	1765	G	1485	                Clostridium
0.3219	244949	230806	30732	29131	1686	1562	5763	5532	2061	1959	13972	12947	181842	171019	2406	2323	1310	1264	1624	1585	2594	2536	959	948	S	1502	                  Clostridium perfringens
0.0075	5745	5745	630	630	98	98	158	158	40	40	487	487	4223	4223	63	63	5	5	14	14	23	23	4	4	S1	883064	                    Clostridium perfringens F262
0.0063	4805	4805	551	551	11	11	71	71	33	33	336	336	3694	3694	18	18	35	35	20	20	33	33	3	3	S1	195102	                    Clostridium perfringens str. 13
0.0032	2431	2431	316	316	7	7	0	0	24	24	145	145	1924	1924	1	1	6	6	5	5	1	1	2	2	S1	195103	                    Clostridium perfringens ATCC 13124
0.0015	1160	1160	104	104	8	8	2	2	5	5	56	56	981	981	1	1	0	0	0	0	1	1	2	2	S1	289380	                    Clostridium perfringens SM101
0.0000	2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	S1	451753	                    Clostridium perfringens CPE
0.0000	2	2	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	S2	451756	                      Clostridium perfringens CPE str. F4969
0.2998	228129	222308	15191	14643	14187	14138	19384	19084	429	307	75348	74955	73077	69955	13656	13466	1187	991	1798	1431	13103	12778	769	560	S	1491	                  Clostridium botulinum
0.0029	2181	0	179	0	20	0	93	0	55	0	29	0	1440	0	41	0	83	0	70	0	124	0	47	0	S1	36827	                    Clostridium botulinum B
0.0025	1913	1913	138	138	1	1	86	86	51	51	25	25	1322	1322	33	33	79	79	54	54	88	88	36	36	S2	935198	                      Clostridium botulinum B str. Eklund 17B (NRP)
0.0003	237	0	40	0	19	0	7	0	4	0	3	0	90	0	8	0	3	0	16	0	36	0	11	0	S2	591968	                      Clostridium botulinum B1
0.0003	237	237	40	40	19	19	7	7	4	4	3	3	90	90	8	8	3	3	16	16	36	36	11	11	S3	498213	                        Clostridium botulinum B1 str. Okra
0.0000	31	31	1	1	0	0	0	0	0	0	1	1	28	28	0	0	1	1	0	0	0	0	0	0	S2	515621	                      Clostridium botulinum Ba4 str. 657
0.0021	1584	1584	141	141	6	6	97	97	25	25	208	208	836	836	51	51	31	31	51	51	72	72	66	66	S1	1415774	                    Clostridium botulinum 202F
0.0016	1247	1247	132	132	8	8	38	38	25	25	123	123	573	573	32	32	51	51	123	123	93	93	49	49	S1	929506	                    Clostridium botulinum BKT015925
0.0006	460	0	51	0	6	0	29	0	11	0	9	0	166	0	41	0	18	0	74	0	28	0	27	0	S1	36826	                    Clostridium botulinum A
0.0006	456	456	51	51	6	6	27	27	11	11	8	8	165	165	41	41	18	18	74	74	28	28	27	27	S2	498214	                      Clostridium botulinum A3 str. Loch Maree
0.0000	3	3	0	0	0	0	2	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	S2	536232	                      Clostridium botulinum A2 str. Kyoto
0.0000	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	S2	441771	                      Clostridium botulinum A str. Hall
0.0002	119	0	19	0	6	0	1	0	1	0	13	0	32	0	2	0	8	0	23	0	1	0	13	0	S1	36831	                    Clostridium botulinum F
0.0002	119	119	19	19	6	6	1	1	1	1	13	13	32	32	2	2	8	8	23	23	1	1	13	13	S2	441772	                      Clostridium botulinum F str. Langeland
0.0001	95	95	20	20	2	2	13	13	2	2	2	2	9	9	22	22	1	1	19	19	4	4	1	1	S1	941968	                    Clostridium botulinum H04402 065
0.0001	61	61	3	3	1	1	23	23	1	1	8	8	18	18	1	1	1	1	1	1	1	1	3	3	S1	1408284	                    Clostridium botulinum Prevot_594
0.0001	60	60	1	1	0	0	2	2	2	2	1	1	42	42	0	0	1	1	6	6	2	2	3	3	S1	1408283	                    Clostridium botulinum CDC_1436
0.0000	14	0	2	0	0	0	4	0	0	0	0	0	6	0	0	0	2	0	0	0	0	0	0	0	S1	36830	                    Clostridium botulinum E
0.0000	14	14	2	2	0	0	4	4	0	0	0	0	6	6	0	0	2	2	0	0	0	0	0	0	S2	508767	                      Clostridium botulinum E3 str. Alaska E43
0.1227	93387	1020	15992	119	3037	26	9958	43	6887	41	3959	173	13021	399	5400	27	5648	31	6482	60	9659	45	13344	56	G1	2614128	                  unclassified Clostridium
0.0574	43698	43698	7828	7828	1859	1859	6186	6186	2645	2645	560	560	22	22	2795	2795	3620	3620	2737	2737	6289	6289	9157	9157	S	411486	                    Clostridium sp. M62/1
0.0141	10746	10746	3552	3552	546	546	708	708	950	950	194	194	14	14	414	414	547	547	720	720	1286	1286	1815	1815	S	1042156	                    Clostridium sp. SY8519
0.0114	8656	8656	1224	1224	225	225	1170	1170	2558	2558	317	317	351	351	792	792	339	339	629	629	464	464	587	587	S	1155388	                    Clostridium sp. C1
0.0101	7705	7705	836	836	60	60	633	633	161	161	554	554	3661	3661	454	454	353	353	464	464	341	341	188	188	S	704125	                    Clostridium sp. C5S11
0.0074	5615	5615	508	508	66	66	348	348	95	95	542	542	2779	2779	258	258	170	170	416	416	222	222	211	211	S	2930219	                    Clostridium sp. BJN0001
0.0073	5553	5553	623	623	38	38	335	335	106	106	227	227	2761	2761	254	254	179	179	457	457	310	310	263	263	S	641107	                    Clostridium sp. DL-VIII
0.0031	2321	2321	309	309	58	58	131	131	58	58	168	168	782	782	128	128	79	79	274	274	142	142	192	192	S	2507159	                    Clostridium sp. JN-9
0.0028	2110	2110	212	212	16	16	89	89	58	58	386	386	920	920	67	67	62	62	133	133	99	99	68	68	S	2483110	                    Clostridium sp. JN-1
0.0024	1863	1863	290	290	77	77	78	78	83	83	120	120	187	187	51	51	102	102	284	284	250	250	341	341	S	755731	                    Clostridium sp. BNL1100
0.0022	1641	1641	147	147	9	9	48	48	32	32	388	388	430	430	40	40	44	44	115	115	85	85	303	303	S	2212991	                    Clostridium sp. AWRP
0.0014	1072	1072	104	104	34	34	81	81	30	30	222	222	298	298	13	13	85	85	97	97	52	52	56	56	S	2779445	                    Clostridium sp. 'deep sea'
0.0014	1044	1044	193	193	21	21	61	61	65	65	102	102	277	277	96	96	21	21	67	67	50	50	91	91	S	1970093	                    Clostridium sp. 001
0.0004	342	342	47	47	2	2	47	47	5	5	6	6	140	140	11	11	16	16	28	28	24	24	16	16	S	1702238	                    Clostridium sp. MF28
0.0000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	S	1195166	                    Clostridium sp. MT351
0.0268	20408	20408	2209	2209	347	347	1385	1385	314	314	936	936	11430	11430	870	870	526	526	822	822	923	923	646	646	S	1492	                  Clostridium butyricum
0.0244	18603	18603	1932	1932	100	100	1339	1339	256	256	623	623	11873	11873	746	746	447	447	441	441	708	708	138	138	S	1504	                  Clostridium septicum
0.0189	14362	10775	1417	1011	295	110	846	574	208	143	874	663	8112	6282	465	340	506	423	712	567	630	470	297	192	S	1561	                  Clostridium baratii
0.0047	3587	3587	406	406	185	185	272	272	65	65	211	211	1830	1830	125	125	83	83	145	145	160	160	105	105	S1	1415775	                    Clostridium baratii str. Sullivan
0.0167	12676	12671	1241	1240	91	91	901	901	186	186	457	457	7878	7875	395	395	338	338	506	505	595	595	88	88	S	46867	                  Clostridium chauvoei
0.0000	5	5	1	1	0	0	0	0	0	0	0	0	3	3	0	0	0	0	1	1	0	0	0	0	S1	1351755	                    Clostridium chauvoei JF4335
0.0149	11320	11320	1002	1002	49	49	646	646	175	175	420	420	7292	7292	312	312	304	304	416	416	560	560	144	144	S	94869	                  Clostridium gasigenes
0.0127	9634	9634	986	986	49	49	759	759	129	129	410	410	5686	5686	293	293	256	256	439	439	514	514	113	113	S	182773	                  Clostridium isatidis
0.0103	7816	7816	1284	1284	304	304	521	521	358	358	448	448	2492	2492	288	288	306	306	493	493	518	518	804	804	S	1529	                  Clostridium cadaveris
0.0101	7699	7699	862	862	76	76	361	361	119	119	617	617	4260	4260	284	284	222	222	401	401	313	313	184	184	S	394958	                  Clostridium taeniosporum
0.0098	7460	7453	865	865	49	49	339	339	111	111	254	254	4349	4344	301	300	235	235	429	429	380	379	148	148	S	169679	                  Clostridium saccharobutylicum
0.0000	7	7	0	0	0	0	0	0	0	0	0	0	5	5	1	1	0	0	0	0	1	1	0	0	S1	1345695	                    Clostridium saccharobutylicum DSM 13864
0.0098	7437	7437	842	842	90	90	497	497	174	174	496	496	3819	3819	274	274	248	248	339	339	376	376	282	282	S	2320868	                  Clostridium manihotivorum
0.0097	7409	6407	784	634	203	197	574	487	115	89	321	266	3735	3243	253	221	207	175	575	523	354	305	288	267	S	36745	                  Clostridium saccharoperbutylacetonicum
0.0013	1002	0	150	0	6	0	87	0	26	0	55	0	492	0	32	0	32	0	52	0	49	0	21	0	S1	1335640	                    Clostridium saccharoperbutylacetonicum N1-4
0.0013	1002	1002	150	150	6	6	87	87	26	26	55	55	492	492	32	32	32	32	52	52	49	49	21	21	S2	931276	                      Clostridium saccharoperbutylacetonicum N1-4(HMT)
0.0097	7369	7369	774	774	66	66	310	310	141	141	352	352	4172	4172	207	207	285	285	582	582	317	317	163	163	S	1216932	                  Clostridium bornimense
0.0096	7333	6812	888	829	86	81	519	496	188	178	529	523	3359	3072	435	388	244	235	410	392	409	369	266	249	S	1520	                  Clostridium beijerinckii
0.0007	521	521	59	59	5	5	23	23	10	10	6	6	287	287	47	47	9	9	18	18	40	40	17	17	S1	1428454	                    Clostridium beijerinckii NRRL B-598
0.0086	6565	3140	751	294	113	55	569	354	153	71	502	278	2286	913	492	310	239	111	809	463	341	190	310	101	S	1501	                  Clostridium pasteurianum
0.0045	3422	3422	457	457	58	58	215	215	81	81	223	223	1373	1373	182	182	128	128	346	346	150	150	209	209	S1	86416	                    Clostridium pasteurianum BC1
0.0000	3	3	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	S1	1262449	                    Clostridium pasteurianum DSM 525 = ATCC 6013
0.0084	6412	6412	622	622	126	126	384	384	105	105	274	274	3471	3471	281	281	185	185	410	410	376	376	178	178	S	36845	                  Clostridium intestinale
0.0059	4512	4512	709	709	85	85	363	363	112	112	108	108	1516	1516	207	207	153	153	487	487	414	414	358	358	S	29341	                  Clostridium argentinense
0.0049	3713	3713	541	541	38	38	367	367	91	91	227	227	1244	1244	172	172	111	111	460	460	165	165	297	297	S	1509	                  Clostridium sporogenes
0.0047	3555	0	422	0	68	0	149	0	68	0	310	0	1516	0	133	0	142	0	329	0	163	0	255	0	S	1493	                  Clostridium cellulovorans
0.0047	3555	3555	422	422	68	68	149	149	68	68	310	310	1516	1516	133	133	142	142	329	329	163	163	255	255	S1	573061	                    Clostridium cellulovorans 743B
0.0046	3502	3462	468	467	127	120	224	209	110	109	579	579	892	890	215	209	101	96	312	312	258	257	216	214	S	1534	                  Clostridium kluyveri
0.0000	28	28	1	1	0	0	12	12	0	0	0	0	2	2	5	5	5	5	0	0	1	1	2	2	S1	431943	                    Clostridium kluyveri DSM 555
0.0000	12	12	0	0	7	7	3	3	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	S1	583346	                    Clostridium kluyveri NBRC 12016
0.0046	3501	342	409	26	33	1	135	67	53	1	421	92	1358	93	79	6	77	14	480	16	188	4	268	22	S	1542	                  Clostridium novyi
0.0042	3159	3159	383	383	32	32	68	68	52	52	329	329	1265	1265	73	73	63	63	464	464	184	184	246	246	S1	386415	                    Clostridium novyi NT
0.0044	3370	3358	257	257	26	26	265	265	84	84	359	359	1428	1428	112	112	148	148	350	350	177	177	164	152	S	1488	                  Clostridium acetobutylicum
0.0000	12	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	12	S1	991791	                    Clostridium acetobutylicum DSM 1731
0.0041	3114	2143	331	215	70	36	199	105	86	58	207	176	1208	813	112	62	114	73	387	309	167	140	233	156	S	1513	                  Clostridium tetani
0.0011	861	861	108	108	9	9	92	92	21	21	31	31	366	366	42	42	39	39	73	73	27	27	53	53	S1	1231072	                    Clostridium tetani 12124569
0.0001	110	110	8	8	25	25	2	2	7	7	0	0	29	29	8	8	2	2	5	5	0	0	24	24	S1	212717	                    Clostridium tetani E88
0.0039	2989	0	501	0	52	0	119	0	81	0	317	0	1055	0	128	0	75	0	277	0	205	0	179	0	S	217159	                  Clostridium carboxidivorans
0.0039	2989	2989	501	501	52	52	119	119	81	81	317	317	1055	1055	128	128	75	75	277	277	205	205	179	179	S1	536227	                    Clostridium carboxidivorans P7
0.0033	2528	0	375	0	73	0	108	0	110	0	154	0	884	0	102	0	105	0	313	0	196	0	108	0	S	238834	                  Clostridium estertheticum
0.0033	2528	2528	375	375	73	73	108	108	110	110	154	154	884	884	102	102	105	105	313	313	196	196	108	108	S1	1552	                    Clostridium estertheticum subsp. estertheticum
0.0027	2084	2084	216	216	6	6	72	72	42	42	247	247	887	887	56	56	54	54	276	276	172	172	56	56	S	1494	                  Clostridium cochlearium
0.0026	2006	2006	200	200	29	29	229	229	56	56	160	160	723	723	145	145	63	63	192	192	92	92	117	117	S	2068654	                  Clostridium fermenticellae
0.0025	1899	1899	391	391	42	42	103	103	50	50	183	183	402	402	99	99	67	67	169	169	146	146	247	247	S	1519	                  Clostridium tyrobutyricum
0.0023	1752	1752	297	297	19	19	60	60	67	67	122	122	559	559	26	26	69	69	263	263	138	138	132	132	S	1716543	                  Clostridium thermarum
0.0021	1635	1635	185	185	81	81	54	54	40	40	291	291	424	424	138	138	43	43	141	141	76	76	162	162	S	84022	                  Clostridium aceticum
0.0018	1336	1336	123	123	90	90	35	35	35	35	130	130	556	556	61	61	56	56	117	117	95	95	38	38	S	332101	                  Clostridium drakei
0.0017	1295	1295	190	190	68	68	44	44	31	31	108	108	442	442	110	110	47	47	123	123	68	68	64	64	S	1548	                  Clostridium scatologenes
0.0015	1140	1140	148	148	15	15	58	58	62	62	161	161	309	309	48	48	41	41	111	111	100	100	87	87	S	1497	                  Clostridium formicaceticum
0.0005	352	0	56	0	1	0	13	0	4	0	96	0	62	0	5	0	69	0	7	0	8	0	31	0	S	84023	                  Clostridium autoethanogenum
0.0005	352	352	56	56	1	1	13	13	4	4	96	96	62	62	5	5	69	69	7	7	8	8	31	31	S1	1341692	                    Clostridium autoethanogenum DSM 10061
0.0002	166	0	18	0	1	0	1	0	6	0	7	0	42	0	0	0	22	0	29	0	13	0	27	0	S	1538	                  Clostridium ljungdahlii
0.0002	166	166	18	18	1	1	1	1	6	6	7	7	42	42	0	0	22	22	29	29	13	13	27	27	S1	748727	                    Clostridium ljungdahlii DSM 13528
0.0002	156	156	22	22	2	2	12	12	2	2	6	6	73	73	4	4	2	2	24	24	7	7	2	2	S	223919	                  Clostridium diolis
0.0299	22722	0	1773	0	685	0	12197	0	1867	0	1296	0	10	0	1290	0	601	0	620	0	1094	0	1289	0	G	1649459	                Hungatella
0.0299	22722	0	1773	0	685	0	12197	0	1867	0	1296	0	10	0	1290	0	601	0	620	0	1094	0	1289	0	S	154046	                  Hungatella hathewayi
0.0299	22722	22722	1773	1773	685	685	12197	12197	1867	1867	1296	1296	10	10	1290	1290	601	601	620	620	1094	1094	1289	1289	S1	742737	                    Hungatella hathewayi WAL-18680
0.0245	18678	0	4504	0	129	0	291	0	207	0	4830	0	5665	0	788	0	529	0	789	0	656	0	290	0	G	1849822	                Paraclostridium
0.0245	18678	18678	4504	4504	129	129	291	291	207	207	4830	4830	5665	5665	788	788	529	529	789	789	656	656	290	290	S	1490	                  Paraclostridium bifermentans
0.0103	7844	457	872	20	210	0	342	33	202	14	1469	117	1995	70	332	57	195	4	1328	103	384	14	515	25	G	1848399	                Crassaminicella
0.0037	2792	0	287	0	168	0	81	0	43	0	435	0	880	0	82	0	39	0	445	0	144	0	188	0	G1	2633479	                  unclassified Crassaminicella
0.0037	2792	2792	287	287	168	168	81	81	43	43	435	435	880	880	82	82	39	39	445	445	144	144	188	188	S	2855394	                    Crassaminicella sp. 143-21
0.0034	2558	2558	390	390	30	30	88	88	79	79	501	501	549	549	126	126	94	94	380	380	143	143	178	178	S	1286698	                  Crassaminicella profunda
0.0027	2037	2037	175	175	12	12	140	140	66	66	416	416	496	496	67	67	58	58	400	400	83	83	124	124	S	2599308	                  Crassaminicella thermophila
0.0064	4861	0	582	0	77	0	258	0	85	0	294	0	2508	0	187	0	128	0	358	0	275	0	109	0	G	1266	                Sarcina
0.0064	4861	0	582	0	77	0	258	0	85	0	294	0	2508	0	187	0	128	0	358	0	275	0	109	0	G1	2619470	                  unclassified Sarcina
0.0064	4861	4861	582	582	77	77	258	258	85	85	294	294	2508	2508	187	187	128	128	358	358	275	275	109	109	S	2726954	                    Sarcina sp. JB2
0.0052	3954	97	455	3	17	0	129	1	153	2	726	0	823	14	207	2	116	5	678	29	253	5	397	36	G	114627	                Alkaliphilus
0.0019	1453	0	186	0	4	0	42	0	48	0	227	0	371	0	42	0	53	0	258	0	89	0	133	0	G1	2646756	                  unclassified Alkaliphilus
0.0019	1453	1453	186	186	4	4	42	42	48	48	227	227	371	371	42	42	53	53	258	258	89	89	133	133	S	2731219	                    Alkaliphilus sp. B6464
0.0017	1291	0	145	0	8	0	47	0	19	0	321	0	281	0	42	0	27	0	196	0	85	0	120	0	S	461876	                  Alkaliphilus oremlandii
0.0017	1291	1291	145	145	8	8	47	47	19	19	321	321	281	281	42	42	27	27	196	196	85	85	120	120	S1	350688	                    Alkaliphilus oremlandii OhILAs
0.0015	1113	0	121	0	5	0	39	0	84	0	178	0	157	0	121	0	31	0	195	0	74	0	108	0	S	208226	                  Alkaliphilus metalliredigens
0.0015	1113	1113	121	121	5	5	39	39	84	84	178	178	157	157	121	121	31	31	195	195	74	74	108	108	S1	293826	                    Alkaliphilus metalliredigens QYMF
0.0033	2497	0	328	0	43	0	56	0	32	0	475	0	1006	0	77	0	60	0	213	0	129	0	78	0	G	1769729	                Hathewaya
0.0033	2497	2497	328	328	43	43	56	56	32	32	475	475	1006	1006	77	77	60	60	213	213	129	129	78	78	S	1498	                  Hathewaya histolytica
0.0020	1547	0	166	0	49	0	125	0	36	0	200	0	308	0	97	0	58	0	237	0	104	0	167	0	G	44258	                Caloramator
0.0020	1547	0	166	0	49	0	125	0	36	0	200	0	308	0	97	0	58	0	237	0	104	0	167	0	G1	2629145	                  unclassified Caloramator
0.0020	1547	1547	166	166	49	49	125	125	36	36	200	200	308	308	97	97	58	58	237	237	104	104	167	167	S	2576307	                    Caloramator sp. E03
